Unnamed: 0,song_name,artist_name,a_age,time,dob,age
,Different PatternSeyi Vibez,Seyi Vibez,,02:03,2000-07-12 00:00:00,24.0
,Money I dey find ,MBA FOR AFRICA,,03:11,,
,Shutdown ,Spyro,,02:59,,
,Egwu ,Chike,,02:16,,
,I Don't Care ,Boy Spyce,,02:46,2001-05-10 00:00:00,23.0
,Soti GboGinika,Ginika,,02:37,,
,SoonerKizz Daniel,Kizz Daniel,,02:33,1994-05-01 00:00:00,30.0
,Solo ,MBA FOR AFRICA,,02:22,,
,Touch Your Head ,Ikechukwu,,04:07,,
,You Are Great ,Moses Bliss,,03:03,1995-02-20 00:00:00,29.0
,We Bow DownTestimony Jaga,Testimony Jaga,,09:00,,
,Dey Your DeyTimaya,Timaya,,02:35,,
,Positive EnergyBiG'Tees,BiG'Tees,,02:18,,
,Cast ,Shallipopi,,02:09,,
,Twe Twe ,Kizz Daniel,,02:23,1994-05-01 00:00:00,30.0
,Y2K ,MBA FOR AFRICA,,02:16,,
,Carry Am GoMoses Bliss,Moses Bliss,,02:36,1995-02-20 00:00:00,29.0
,Investor ,Ikechukwu,,03:12,,
,ShowaKizz Daniel,Kizz Daniel,,02:55,1994-05-01 00:00:00,30.0
,Loner ,Wizard Chan,,02:31,,
,Tshwala Bam ,TitoM,,06:30,,
,This BoyI AM SANDA,I AM SANDA,,03:17,,
,Jazz MeT.A.G Blackie,T.A.G Blackie,,02:38,,
,LonerBella Shmurda,Bella Shmurda,,02:37,1996-01-27 00:00:00,28.0
,Breeze Mashup ,Ikechukwu,,04:25,,
,CanaSeyi Vibez,Seyi Vibez,,02:20,2000-07-12 00:00:00,24.0
,Effing Up ,MBA FOR AFRICA,,02:46,,
,CommasAyra Starr,Ayra Starr,,02:37,2002-06-14 00:00:00,22.0
,DREAMS II ,Ajebo Hustlers,,03:57,,
,All Night ,Tim Lyre,,02:41,,
,Different PatternSeyi Vibez,Seyi Vibez,,02:03,2000-07-12 00:00:00,24.0
,Money I dey find ,MBA FOR AFRICA,,03:11,,
,Shutdown ,Spyro,,02:59,,
,Egwu ,Chike,,02:16,,
,I Don't Care ,Boy Spyce,,02:46,2001-05-10 00:00:00,23.0
,Soti GboGinika,Ginika,,02:37,,
,SoonerKizz Daniel,Kizz Daniel,,02:33,1994-05-01 00:00:00,30.0
,Solo ,MBA FOR AFRICA,,02:22,,
,Touch Your Head ,Ikechukwu,,04:07,,
,You Are Great ,Moses Bliss,,03:03,1995-02-20 00:00:00,29.0
,We Bow DownTestimony Jaga,Testimony Jaga,,09:00,,
,Dey Your DeyTimaya,Timaya,,02:35,,
,Positive EnergyBiG'Tees,BiG'Tees,,02:18,,
,Cast ,Shallipopi,,02:09,,
,Twe Twe ,Kizz Daniel,,02:23,1994-05-01 00:00:00,30.0
,Y2K ,MBA FOR AFRICA,,02:16,,
,Carry Am GoMoses Bliss,Moses Bliss,,02:36,1995-02-20 00:00:00,29.0
,Investor ,Ikechukwu,,03:12,,
,ShowaKizz Daniel,Kizz Daniel,,02:55,1994-05-01 00:00:00,30.0
,Loner ,Wizard Chan,,02:31,,
,Tshwala Bam ,TitoM,,06:30,,
,This BoyI AM SANDA,I AM SANDA,,03:17,,
,Jazz MeT.A.G Blackie,T.A.G Blackie,,02:38,,
,LonerBella Shmurda,Bella Shmurda,,02:37,1996-01-27 00:00:00,28.0
,Breeze Mashup ,Ikechukwu,,04:25,,
,CanaSeyi Vibez,Seyi Vibez,,02:20,2000-07-12 00:00:00,24.0
,Effing Up ,MBA FOR AFRICA,,02:46,,
,CommasAyra Starr,Ayra Starr,,02:37,2002-06-14 00:00:00,22.0
,DREAMS II ,Ajebo Hustlers,,03:57,,
,All Night ,Tim Lyre,,02:41,,
,Different PatternSeyi Vibez,Seyi Vibez,,02:03,2000-07-12 00:00:00,24.0
,Money I dey find ,MBA FOR AFRICA,,03:11,,
,Shutdown ,Spyro,,02:59,,
,Egwu ,Chike,,02:16,,
,I Don't Care ,Boy Spyce,,02:46,2001-05-10 00:00:00,23.0
,Soti GboGinika,Ginika,,02:37,,
,SoonerKizz Daniel,Kizz Daniel,,02:33,1994-05-01 00:00:00,30.0
,Solo ,MBA FOR AFRICA,,02:22,,
,Touch Your Head ,Ikechukwu,,04:07,,
,You Are Great ,Moses Bliss,,03:03,1995-02-20 00:00:00,29.0
,We Bow DownTestimony Jaga,Testimony Jaga,,09:00,,
,Dey Your DeyTimaya,Timaya,,02:35,,
,Positive EnergyBiG'Tees,BiG'Tees,,02:18,,
,Cast ,Shallipopi,,02:09,,
,Twe Twe ,Kizz Daniel,,02:23,1994-05-01 00:00:00,30.0
,Y2K ,MBA FOR AFRICA,,02:16,,
,Carry Am GoMoses Bliss,Moses Bliss,,02:36,1995-02-20 00:00:00,29.0
,Investor ,Ikechukwu,,03:12,,
,ShowaKizz Daniel,Kizz Daniel,,02:55,1994-05-01 00:00:00,30.0
,Loner ,Wizard Chan,,02:31,,
,Tshwala Bam ,TitoM,,06:30,,
,This BoyI AM SANDA,I AM SANDA,,03:17,,
,Jazz MeT.A.G Blackie,T.A.G Blackie,,02:38,,
,LonerBella Shmurda,Bella Shmurda,,02:37,1996-01-27 00:00:00,28.0
,Breeze Mashup ,Ikechukwu,,04:25,,
,CanaSeyi Vibez,Seyi Vibez,,02:20,2000-07-12 00:00:00,24.0
,Effing Up ,MBA FOR AFRICA,,02:46,,
,CommasAyra Starr,Ayra Starr,,02:37,2002-06-14 00:00:00,22.0
,DREAMS II ,Ajebo Hustlers,,03:57,,
,All Night ,Tim Lyre,,02:41,,
,Different PatternSeyi Vibez,Seyi Vibez,,02:03,2000-07-12 00:00:00,24.0
,Money I dey find ,MBA FOR AFRICA,,03:11,,
,Shutdown ,Spyro,,02:59,,
,Egwu ,Chike,,02:16,,
,I Don't Care ,Boy Spyce,,02:46,2001-05-10 00:00:00,23.0
,Soti GboGinika,Ginika,,02:37,,
,SoonerKizz Daniel,Kizz Daniel,,02:33,1994-05-01 00:00:00,30.0
,Solo ,MBA FOR AFRICA,,02:22,,
,Touch Your Head ,Ikechukwu,,04:07,,
,You Are Great ,Moses Bliss,,03:03,1995-02-20 00:00:00,29.0
,We Bow DownTestimony Jaga,Testimony Jaga,,09:00,,
,Dey Your DeyTimaya,Timaya,,02:35,,
,Positive EnergyBiG'Tees,BiG'Tees,,02:18,,
,Cast ,Shallipopi,,02:09,,
,Twe Twe ,Kizz Daniel,,02:23,1994-05-01 00:00:00,30.0
,Y2K ,MBA FOR AFRICA,,02:16,,
,Carry Am GoMoses Bliss,Moses Bliss,,02:36,1995-02-20 00:00:00,29.0
,Investor ,Ikechukwu,,03:12,,
